participant_idx,order_condition,theme_position,theme,theme_label,question_type,time,within_theme_order,global_order,time_clipped,within_order_label,is_first,position_group
10,TBP,7,auto,Autonomous Driving,Error Threshold,18.076,1,13,18.076,First,False,Last (Q7)
11,PBT,1,disease,Disease Screening,Error Threshold,7.461,2,2,7.461,Second,True,First (Q1)
11,PBT,2,armed,Armed Conflict,Baseline,10.312,1,3,10.312,First,False,Middle (Q2-6)
11,PBT,2,armed,Armed Conflict,Error Threshold,2.997,2,4,2.997,Second,False,Middle (Q2-6)
11,PBT,3,conv,Convictions,Error Threshold,6.135,2,6,6.135,Second,False,Middle (Q2-6)
11,PBT,4,welfare,Welfare Benefits,Error Threshold,8.716,2,8,8.716,Second,False,Middle (Q2-6)
11,PBT,5,immi,Immigration,Error Threshold,6.439,2,10,6.439,Second,False,Middle (Q2-6)
11,PBT,6,air,Airport Security,Baseline,18.846,1,11,18.846,First,False,Middle (Q2-6)
11,PBT,6,air,Airport Security,Error Threshold,2.801,2,12,2.801,Second,False,Middle (Q2-6)
11,PBT,7,auto,Autonomous Driving,Error Threshold,39.377,2,14,39.377,Second,False,Last (Q7)
12,PTB,1,disease,Disease Screening,Baseline,5.229,2,2,5.229,Second,True,First (Q1)
12,PTB,1,disease,Disease Screening,Error Threshold,3.455,1,1,3.455,First,True,First (Q1)
12,PTB,2,conv,Convictions,Error Threshold,11.359,1,3,11.359,First,False,Middle (Q2-6)
12,PTB,3,welfare,Welfare Benefits,Baseline,8.595,2,6,8.595,Second,False,Middle (Q2-6)
12,PTB,3,welfare,Welfare Benefits,Error Threshold,7.071,1,5,7.071,First,False,Middle (Q2-6)
12,PTB,4,immi,Immigration,Error Threshold,5.134,1,7,5.134,First,False,Middle (Q2-6)
12,PTB,5,vote,Voting,Error Threshold,12.38,1,9,12.38,First,False,Middle (Q2-6)
12,PTB,6,firearm,Firearm Checks,Error Threshold,22.14,1,11,22.14,First,False,Middle (Q2-6)
12,PTB,7,auto,Autonomous Driving,Baseline,17.125,2,14,17.125,Second,False,Last (Q7)
12,PTB,7,auto,Autonomous Driving,Error Threshold,4.569,1,13,4.569,First,False,Last (Q7)
13,PTB,1,disease,Disease Screening,Error Threshold,6.181,1,1,6.181,First,True,First (Q1)
13,PTB,2,armed,Armed Conflict,Error Threshold,7.814,1,3,7.814,First,False,Middle (Q2-6)
13,PTB,3,welfare,Welfare Benefits,Baseline,7.182,2,6,7.182,Second,False,Middle (Q2-6)
13,PTB,3,welfare,Welfare Benefits,Error Threshold,8.552,1,5,8.552,First,False,Middle (Q2-6)
13,PTB,4,immi,Immigration,Error Threshold,2.576,1,7,2.576,First,False,Middle (Q2-6)
13,PTB,5,vote,Voting,Baseline,3.737,2,10,3.737,Second,False,Middle (Q2-6)
13,PTB,5,vote,Voting,Error Threshold,7.6,1,9,7.6,First,False,Middle (Q2-6)
13,PTB,6,firearm,Firearm Checks,Baseline,9.69,2,12,9.69,Second,False,Middle (Q2-6)
13,PTB,6,firearm,Firearm Checks,Error Threshold,25.5,1,11,25.5,First,False,Middle (Q2-6)
13,PTB,7,auto,Autonomous Driving,Error Threshold,3.847,1,13,3.847,First,False,Last (Q7)
14,BTP,1,disease,Disease Screening,Baseline,13.009,2,2,13.009,Second,True,First (Q1)
14,BTP,1,disease,Disease Screening,Error Threshold,15.478,1,1,15.478,First,True,First (Q1)
14,BTP,2,armed,Armed Conflict,Baseline,9.766,2,4,9.766,Second,False,Middle (Q2-6)
14,BTP,2,armed,Armed Conflict,Error Threshold,10.369,1,3,10.369,First,False,Middle (Q2-6)
14,BTP,3,conv,Convictions,Error Threshold,40.639,1,5,40.639,First,False,Middle (Q2-6)
14,BTP,4,welfare,Welfare Benefits,Error Threshold,6.098,1,7,6.098,First,False,Middle (Q2-6)
14,BTP,5,immi,Immigration,Error Threshold,3.193,1,9,3.193,First,False,Middle (Q2-6)
14,BTP,6,air,Airport Security,Baseline,14.222,2,12,14.222,Second,False,Middle (Q2-6)
14,BTP,6,air,Airport Security,Error Threshold,15.042,1,11,15.042,First,False,Middle (Q2-6)
14,BTP,7,auto,Autonomous Driving,Error Threshold,11.142,1,13,11.142,First,False,Last (Q7)
15,PBT,1,armed,Armed Conflict,Baseline,24.073,1,1,24.073,First,True,First (Q1)
15,PBT,1,armed,Armed Conflict,Error Threshold,5.4,2,2,5.4,Second,True,First (Q1)
15,PBT,2,conv,Convictions,Error Threshold,3.959,2,4,3.959,Second,False,Middle (Q2-6)
15,PBT,3,welfare,Welfare Benefits,Error Threshold,3.227,2,6,3.227,Second,False,Middle (Q2-6)
15,PBT,4,vote,Voting,Error Threshold,4.155,2,8,4.155,Second,False,Middle (Q2-6)
15,PBT,5,air,Airport Security,Error Threshold,13.876,2,10,13.876,Second,False,Middle (Q2-6)
15,PBT,6,firearm,Firearm Checks,Baseline,10.184,1,11,10.184,First,False,Middle (Q2-6)
15,PBT,6,firearm,Firearm Checks,Error Threshold,6.84,2,12,6.84,Second,False,Middle (Q2-6)
15,PBT,7,auto,Autonomous Driving,Baseline,28.072,1,13,28.072,First,False,Last (Q7)
15,PBT,7,auto,Autonomous Driving,Error Threshold,30.53,2,14,30.53,Second,False,Last (Q7)
16,PBT,1,disease,Disease Screening,Error Threshold,25.161,2,2,25.161,Second,True,First (Q1)
16,PBT,2,armed,Armed Conflict,Error Threshold,12.515,2,4,12.515,Second,False,Middle (Q2-6)
16,PBT,3,welfare,Welfare Benefits,Error Threshold,6.821,2,6,6.821,Second,False,Middle (Q2-6)
16,PBT,4,immi,Immigration,Error Threshold,11.765,2,8,11.765,Second,False,Middle (Q2-6)
16,PBT,5,vote,Voting,Error Threshold,9.648,2,10,9.648,Second,False,Middle (Q2-6)
16,PBT,6,air,Airport Security,Baseline,14.06,1,11,14.06,First,False,Middle (Q2-6)
16,PBT,6,air,Airport Security,Error Threshold,11.346,2,12,11.346,Second,False,Middle (Q2-6)
16,PBT,7,firearm,Firearm Checks,Error Threshold,15.735,2,14,15.735,Second,False,Last (Q7)
17,BTP,1,disease,Disease Screening,Error Threshold,2.204,1,1,2.204,First,True,First (Q1)
17,BTP,2,armed,Armed Conflict,Baseline,33.237,2,4,33.237,Second,False,Middle (Q2-6)
17,BTP,2,armed,Armed Conflict,Error Threshold,21.576,1,3,21.576,First,False,Middle (Q2-6)
17,BTP,3,welfare,Welfare Benefits,Error Threshold,1.963,1,5,1.963,First,False,Middle (Q2-6)
17,BTP,4,immi,Immigration,Error Threshold,2.99,1,7,2.99,First,False,Middle (Q2-6)
17,BTP,5,air,Airport Security,Error Threshold,8.335,1,9,8.335,First,False,Middle (Q2-6)
17,BTP,6,firearm,Firearm Checks,Baseline,13.35,2,12,13.35,Second,False,Middle (Q2-6)
17,BTP,6,firearm,Firearm Checks,Error Threshold,9.938,1,11,9.938,First,False,Middle (Q2-6)
17,BTP,7,auto,Autonomous Driving,Error Threshold,2.713,1,13,2.713,First,False,Last (Q7)
18,TBP,1,disease,Disease Screening,Error Threshold,9.089,1,1,9.089,First,True,First (Q1)
18,TBP,2,conv,Convictions,Baseline,9.147,2,4,9.147,Second,False,Middle (Q2-6)
18,TBP,2,conv,Convictions,Error Threshold,5.071,1,3,5.071,First,False,Middle (Q2-6)
18,TBP,3,welfare,Welfare Benefits,Baseline,18.454,2,6,18.454,Second,False,Middle (Q2-6)
18,TBP,3,welfare,Welfare Benefits,Error Threshold,21.433,1,5,21.433,First,False,Middle (Q2-6)
18,TBP,4,immi,Immigration,Error Threshold,1.834,1,7,1.834,First,False,Middle (Q2-6)
18,TBP,5,air,Airport Security,Error Threshold,2.247,1,9,2.247,First,False,Middle (Q2-6)
18,TBP,6,firearm,Firearm Checks,Error Threshold,1.888,1,11,1.888,First,False,Middle (Q2-6)
18,TBP,7,auto,Autonomous Driving,Baseline,31.0,2,14,31.0,Second,False,Last (Q7)
18,TBP,7,auto,Autonomous Driving,Error Threshold,20.5,1,13,20.5,First,False,Last (Q7)
19,BTP,1,disease,Disease Screening,Baseline,11.404,2,2,11.404,Second,True,First (Q1)
19,BTP,1,disease,Disease Screening,Error Threshold,5.507,1,1,5.507,First,True,First (Q1)
19,BTP,2,armed,Armed Conflict,Error Threshold,5.198,1,3,5.198,First,False,Middle (Q2-6)
19,BTP,3,conv,Convictions,Error Threshold,33.846,1,5,33.846,First,False,Middle (Q2-6)
19,BTP,4,welfare,Welfare Benefits,Error Threshold,7.043,1,7,7.043,First,False,Middle (Q2-6)
19,BTP,5,immi,Immigration,Baseline,13.888,2,10,13.888,Second,False,Middle (Q2-6)
19,BTP,5,immi,Immigration,Error Threshold,20.498,1,9,20.498,First,False,Middle (Q2-6)
19,BTP,6,firearm,Firearm Checks,Error Threshold,13.038,1,11,13.038,First,False,Middle (Q2-6)
19,BTP,7,auto,Autonomous Driving,Error Threshold,12.901,1,13,12.901,First,False,Last (Q7)
20,PBT,1,disease,Disease Screening,Baseline,12.639,1,1,12.639,First,True,First (Q1)
20,PBT,1,disease,Disease Screening,Error Threshold,16.37,2,2,16.37,Second,True,First (Q1)
20,PBT,2,conv,Convictions,Baseline,12.521,1,3,12.521,First,False,Middle (Q2-6)
20,PBT,2,conv,Convictions,Error Threshold,12.231,2,4,12.231,Second,False,Middle (Q2-6)
20,PBT,3,immi,Immigration,Baseline,19.587,1,5,19.587,First,False,Middle (Q2-6)
20,PBT,3,immi,Immigration,Error Threshold,24.974,2,6,24.974,Second,False,Middle (Q2-6)
20,PBT,4,vote,Voting,Baseline,40.106,1,7,40.106,First,False,Middle (Q2-6)
20,PBT,4,vote,Voting,Error Threshold,15.361,2,8,15.361,Second,False,Middle (Q2-6)
20,PBT,5,air,Airport Security,Baseline,11.371,1,9,11.371,First,False,Middle (Q2-6)
20,PBT,5,air,Airport Security,Error Threshold,5.286,2,10,5.286,Second,False,Middle (Q2-6)
20,PBT,6,firearm,Firearm Checks,Error Threshold,21.434,2,12,21.434,Second,False,Middle (Q2-6)
20,PBT,7,auto,Autonomous Driving,Baseline,17.838,1,13,17.838,First,False,Last (Q7)
20,PBT,7,auto,Autonomous Driving,Error Threshold,17.402,2,14,17.402,Second,False,Last (Q7)
21,TBP,1,disease,Disease Screening,Error Threshold,5.351,1,1,5.351,First,True,First (Q1)
21,TBP,2,armed,Armed Conflict,Baseline,19.455,2,4,19.455,Second,False,Middle (Q2-6)
21,TBP,2,armed,Armed Conflict,Error Threshold,11.666,1,3,11.666,First,False,Middle (Q2-6)
21,TBP,3,conv,Convictions,Baseline,32.564,2,6,32.564,Second,False,Middle (Q2-6)
21,TBP,3,conv,Convictions,Error Threshold,25.047,1,5,25.047,First,False,Middle (Q2-6)
21,TBP,4,welfare,Welfare Benefits,Baseline,16.475,2,8,16.475,Second,False,Middle (Q2-6)
21,TBP,4,welfare,Welfare Benefits,Error Threshold,13.821,1,7,13.821,First,False,Middle (Q2-6)
21,TBP,5,immi,Immigration,Baseline,27.987,2,10,27.987,Second,False,Middle (Q2-6)
21,TBP,5,immi,Immigration,Error Threshold,12.999,1,9,12.999,First,False,Middle (Q2-6)
21,TBP,6,air,Airport Security,Error Threshold,8.904,1,11,8.904,First,False,Middle (Q2-6)
21,TBP,7,auto,Autonomous Driving,Baseline,33.9,2,14,33.9,Second,False,Last (Q7)
21,TBP,7,auto,Autonomous Driving,Error Threshold,11.953,1,13,11.953,First,False,Last (Q7)
22,PTB,1,disease,Disease Screening,Baseline,6.398,2,2,6.398,Second,True,First (Q1)
22,PTB,1,disease,Disease Screening,Error Threshold,4.551,1,1,4.551,First,True,First (Q1)
22,PTB,2,armed,Armed Conflict,Error Threshold,33.794,1,3,33.794,First,False,Middle (Q2-6)
22,PTB,3,conv,Convictions,Baseline,4.641,2,6,4.641,Second,False,Middle (Q2-6)
22,PTB,3,conv,Convictions,Error Threshold,19.496,1,5,19.496,First,False,Middle (Q2-6)
22,PTB,4,welfare,Welfare Benefits,Baseline,6.368,2,8,6.368,Second,False,Middle (Q2-6)
22,PTB,4,welfare,Welfare Benefits,Error Threshold,6.342,1,7,6.342,First,False,Middle (Q2-6)
22,PTB,5,immi,Immigration,Baseline,4.923,2,10,4.923,Second,False,Middle (Q2-6)
22,PTB,5,immi,Immigration,Error Threshold,8.5,1,9,8.5,First,False,Middle (Q2-6)
22,PTB,6,air,Airport Security,Baseline,9.46,2,12,9.46,Second,False,Middle (Q2-6)
22,PTB,6,air,Airport Security,Error Threshold,31.345,1,11,31.345,First,False,Middle (Q2-6)
22,PTB,7,auto,Autonomous Driving,Error Threshold,6.57,1,13,6.57,First,False,Last (Q7)
23,TBP,1,disease,Disease Screening,Error Threshold,4.534,1,1,4.534,First,True,First (Q1)
23,TBP,2,armed,Armed Conflict,Baseline,23.408,2,4,23.408,Second,False,Middle (Q2-6)
23,TBP,2,armed,Armed Conflict,Error Threshold,34.665,1,3,34.665,First,False,Middle (Q2-6)
23,TBP,3,welfare,Welfare Benefits,Error Threshold,3.902,1,5,3.902,First,False,Middle (Q2-6)
23,TBP,4,immi,Immigration,Error Threshold,3.828,1,7,3.828,First,False,Middle (Q2-6)
23,TBP,5,air,Airport Security,Baseline,13.787,2,10,13.787,Second,False,Middle (Q2-6)
23,TBP,5,air,Airport Security,Error Threshold,15.457,1,9,15.457,First,False,Middle (Q2-6)
23,TBP,6,firearm,Firearm Checks,Error Threshold,6.494,1,11,6.494,First,False,Middle (Q2-6)
23,TBP,7,auto,Autonomous Driving,Baseline,7.44,2,14,7.44,Second,False,Last (Q7)
23,TBP,7,auto,Autonomous Driving,Error Threshold,4.379,1,13,4.379,First,False,Last (Q7)
24,BTP,1,disease,Disease Screening,Baseline,5.889,2,2,5.889,Second,True,First (Q1)
24,BTP,1,disease,Disease Screening,Error Threshold,2.301,1,1,2.301,First,True,First (Q1)
24,BTP,2,conv,Convictions,Error Threshold,1.312,1,3,1.312,First,False,Middle (Q2-6)
24,BTP,3,welfare,Welfare Benefits,Baseline,8.48,2,6,8.48,Second,False,Middle (Q2-6)
24,BTP,3,welfare,Welfare Benefits,Error Threshold,5.452,1,5,5.452,First,False,Middle (Q2-6)
24,BTP,4,immi,Immigration,Error Threshold,2.29,1,7,2.29,First,False,Middle (Q2-6)
24,BTP,5,vote,Voting,Error Threshold,1.35,1,9,1.35,First,False,Middle (Q2-6)
24,BTP,6,air,Airport Security,Error Threshold,9.076,1,11,9.076,First,False,Middle (Q2-6)
24,BTP,7,firearm,Firearm Checks,Error Threshold,2.421,1,13,2.421,First,False,Last (Q7)
25,TBP,1,disease,Disease Screening,Baseline,5.796,2,2,5.796,Second,True,First (Q1)
25,TBP,1,disease,Disease Screening,Error Threshold,10.774,1,1,10.774,First,True,First (Q1)
25,TBP,2,armed,Armed Conflict,Error Threshold,4.405,1,3,4.405,First,False,Middle (Q2-6)
25,TBP,3,welfare,Welfare Benefits,Error Threshold,3.749,1,5,3.749,First,False,Middle (Q2-6)
25,TBP,4,immi,Immigration,Error Threshold,7.019,1,7,7.019,First,False,Middle (Q2-6)
25,TBP,5,vote,Voting,Error Threshold,3.247,1,9,3.247,First,False,Middle (Q2-6)
25,TBP,6,firearm,Firearm Checks,Error Threshold,3.703,1,11,3.703,First,False,Middle (Q2-6)
25,TBP,7,auto,Autonomous Driving,Baseline,11.654,2,14,11.654,Second,False,Last (Q7)
25,TBP,7,auto,Autonomous Driving,Error Threshold,4.687,1,13,4.687,First,False,Last (Q7)
26,PBT,1,disease,Disease Screening,Baseline,20.58,1,1,20.58,First,True,First (Q1)
26,PBT,1,disease,Disease Screening,Error Threshold,16.574,2,2,16.574,Second,True,First (Q1)
26,PBT,2,armed,Armed Conflict,Error Threshold,8.3,2,4,8.3,Second,False,Middle (Q2-6)
26,PBT,3,conv,Convictions,Error Threshold,15.768,2,6,15.768,Second,False,Middle (Q2-6)
26,PBT,4,immi,Immigration,Error Threshold,11.558,2,8,11.558,Second,False,Middle (Q2-6)
26,PBT,5,vote,Voting,Baseline,13.75,1,9,13.75,First,False,Middle (Q2-6)
26,PBT,5,vote,Voting,Error Threshold,4.469,2,10,4.469,Second,False,Middle (Q2-6)
26,PBT,6,firearm,Firearm Checks,Error Threshold,9.045,2,12,9.045,Second,False,Middle (Q2-6)
26,PBT,7,auto,Autonomous Driving,Error Threshold,33.287,2,14,33.287,Second,False,Last (Q7)
27,BTP,1,disease,Disease Screening,Baseline,12.185,2,2,12.185,Second,True,First (Q1)
27,BTP,1,disease,Disease Screening,Error Threshold,14.584,1,1,14.584,First,True,First (Q1)
27,BTP,2,armed,Armed Conflict,Baseline,5.077,2,4,5.077,Second,False,Middle (Q2-6)
27,BTP,2,armed,Armed Conflict,Error Threshold,2.458,1,3,2.458,First,False,Middle (Q2-6)
27,BTP,3,conv,Convictions,Error Threshold,4.254,1,5,4.254,First,False,Middle (Q2-6)
27,BTP,4,immi,Immigration,Baseline,20.232,2,8,20.232,Second,False,Middle (Q2-6)
27,BTP,4,immi,Immigration,Error Threshold,6.167,1,7,6.167,First,False,Middle (Q2-6)
27,BTP,5,vote,Voting,Error Threshold,6.834,1,9,6.834,First,False,Middle (Q2-6)
27,BTP,6,firearm,Firearm Checks,Baseline,8.724,2,12,8.724,Second,False,Middle (Q2-6)
27,BTP,6,firearm,Firearm Checks,Error Threshold,13.064,1,11,13.064,First,False,Middle (Q2-6)
27,BTP,7,auto,Autonomous Driving,Error Threshold,5.032,1,13,5.032,First,False,Last (Q7)
28,TBP,1,disease,Disease Screening,Baseline,17.632,2,2,17.632,Second,True,First (Q1)
28,TBP,1,disease,Disease Screening,Error Threshold,52.701,1,1,52.701,First,True,First (Q1)
28,TBP,2,armed,Armed Conflict,Baseline,10.968,2,4,10.968,Second,False,Middle (Q2-6)
28,TBP,2,armed,Armed Conflict,Error Threshold,10.367,1,3,10.367,First,False,Middle (Q2-6)
28,TBP,3,welfare,Welfare Benefits,Error Threshold,6.227,1,5,6.227,First,False,Middle (Q2-6)
28,TBP,4,immi,Immigration,Baseline,8.624,2,8,8.624,Second,False,Middle (Q2-6)
28,TBP,4,immi,Immigration,Error Threshold,2.261,1,7,2.261,First,False,Middle (Q2-6)
28,TBP,5,vote,Voting,Baseline,13.086,2,10,13.086,Second,False,Middle (Q2-6)
28,TBP,5,vote,Voting,Error Threshold,24.062,1,9,24.062,First,False,Middle (Q2-6)
28,TBP,6,air,Airport Security,Error Threshold,13.469,1,11,13.469,First,False,Middle (Q2-6)
28,TBP,7,firearm,Firearm Checks,Baseline,16.82,2,14,16.82,Second,False,Last (Q7)
28,TBP,7,firearm,Firearm Checks,Error Threshold,6.333,1,13,6.333,First,False,Last (Q7)
29,BTP,1,disease,Disease Screening,Baseline,8.12,2,2,8.12,Second,True,First (Q1)
29,BTP,1,disease,Disease Screening,Error Threshold,5.081,1,1,5.081,First,True,First (Q1)
29,BTP,2,armed,Armed Conflict,Baseline,10.381,2,4,10.381,Second,False,Middle (Q2-6)
29,BTP,2,armed,Armed Conflict,Error Threshold,2.702,1,3,2.702,First,False,Middle (Q2-6)
29,BTP,3,welfare,Welfare Benefits,Error Threshold,11.267,1,5,11.267,First,False,Middle (Q2-6)
29,BTP,4,immi,Immigration,Baseline,18.101,2,8,18.101,Second,False,Middle (Q2-6)
29,BTP,4,immi,Immigration,Error Threshold,3.442,1,7,3.442,First,False,Middle (Q2-6)
29,BTP,5,vote,Voting,Error Threshold,19.35,1,9,19.35,First,False,Middle (Q2-6)
29,BTP,6,firearm,Firearm Checks,Baseline,7.147,2,12,7.147,Second,False,Middle (Q2-6)
29,BTP,6,firearm,Firearm Checks,Error Threshold,2.496,1,11,2.496,First,False,Middle (Q2-6)
29,BTP,7,auto,Autonomous Driving,Error Threshold,2.72,1,13,2.72,First,False,Last (Q7)
30,TBP,1,disease,Disease Screening,Baseline,7.055,2,2,7.055,Second,True,First (Q1)
30,TBP,1,disease,Disease Screening,Error Threshold,10.992,1,1,10.992,First,True,First (Q1)
30,TBP,2,armed,Armed Conflict,Error Threshold,6.831,1,3,6.831,First,False,Middle (Q2-6)
30,TBP,3,welfare,Welfare Benefits,Baseline,13.144,2,6,13.144,Second,False,Middle (Q2-6)
30,TBP,3,welfare,Welfare Benefits,Error Threshold,25.601,1,5,25.601,First,False,Middle (Q2-6)
30,TBP,4,immi,Immigration,Error Threshold,6.361,1,7,6.361,First,False,Middle (Q2-6)
30,TBP,5,air,Airport Security,Error Threshold,3.436,1,9,3.436,First,False,Middle (Q2-6)
30,TBP,6,firearm,Firearm Checks,Baseline,16.284,2,12,16.284,Second,False,Middle (Q2-6)
30,TBP,6,firearm,Firearm Checks,Error Threshold,5.891,1,11,5.891,First,False,Middle (Q2-6)
30,TBP,7,auto,Autonomous Driving,Error Threshold,6.502,1,13,6.502,First,False,Last (Q7)
31,PTB,1,conv,Convictions,Error Threshold,36.589,1,1,36.589,First,True,First (Q1)
31,PTB,2,welfare,Welfare Benefits,Baseline,14.425,2,4,14.425,Second,False,Middle (Q2-6)
31,PTB,2,welfare,Welfare Benefits,Error Threshold,8.577,1,3,8.577,First,False,Middle (Q2-6)
31,PTB,3,immi,Immigration,Baseline,11.452,2,6,11.452,Second,False,Middle (Q2-6)
31,PTB,3,immi,Immigration,Error Threshold,25.183,1,5,25.183,First,False,Middle (Q2-6)
31,PTB,4,vote,Voting,Error Threshold,10.111,1,7,10.111,First,False,Middle (Q2-6)
31,PTB,5,air,Airport Security,Baseline,17.419,2,10,17.419,Second,False,Middle (Q2-6)
31,PTB,5,air,Airport Security,Error Threshold,2.392,1,9,2.392,First,False,Middle (Q2-6)
31,PTB,6,firearm,Firearm Checks,Error Threshold,7.741,1,11,7.741,First,False,Middle (Q2-6)
31,PTB,7,auto,Autonomous Driving,Error Threshold,8.815,1,13,8.815,First,False,Last (Q7)
32,PBT,1,disease,Disease Screening,Error Threshold,12.634,2,2,12.634,Second,True,First (Q1)
32,PBT,2,armed,Armed Conflict,Baseline,129.63,1,3,129.63,First,False,Middle (Q2-6)
32,PBT,2,armed,Armed Conflict,Error Threshold,9.397,2,4,9.397,Second,False,Middle (Q2-6)
32,PBT,3,conv,Convictions,Error Threshold,54.478,2,6,54.478,Second,False,Middle (Q2-6)
32,PBT,4,immi,Immigration,Baseline,13.6,1,7,13.6,First,False,Middle (Q2-6)
32,PBT,4,immi,Immigration,Error Threshold,13.162,2,8,13.162,Second,False,Middle (Q2-6)
32,PBT,5,air,Airport Security,Error Threshold,5.812,2,10,5.812,Second,False,Middle (Q2-6)
32,PBT,6,firearm,Firearm Checks,Error Threshold,5.5,2,12,5.5,Second,False,Middle (Q2-6)
32,PBT,7,auto,Autonomous Driving,Error Threshold,71.977,2,14,71.977,Second,False,Last (Q7)
33,BTP,1,armed,Armed Conflict,Error Threshold,29.065,1,1,29.065,First,True,First (Q1)
33,BTP,2,welfare,Welfare Benefits,Baseline,13.643,2,4,13.643,Second,False,Middle (Q2-6)
33,BTP,2,welfare,Welfare Benefits,Error Threshold,24.9,1,3,24.9,First,False,Middle (Q2-6)
33,BTP,3,immi,Immigration,Error Threshold,12.22,1,5,12.22,First,False,Middle (Q2-6)
33,BTP,4,vote,Voting,Error Threshold,61.0,1,7,61.0,First,False,Middle (Q2-6)
33,BTP,5,air,Airport Security,Baseline,38.142,2,10,38.142,Second,False,Middle (Q2-6)
33,BTP,5,air,Airport Security,Error Threshold,27.376,1,9,27.376,First,False,Middle (Q2-6)
33,BTP,6,firearm,Firearm Checks,Baseline,17.36,2,12,17.36,Second,False,Middle (Q2-6)
33,BTP,6,firearm,Firearm Checks,Error Threshold,18.735,1,11,18.735,First,False,Middle (Q2-6)
33,BTP,7,auto,Autonomous Driving,Error Threshold,22.646,1,13,22.646,First,False,Last (Q7)
34,BTP,1,disease,Disease Screening,Error Threshold,1.713,1,1,1.713,First,True,First (Q1)
34,BTP,2,armed,Armed Conflict,Baseline,7.356,2,4,7.356,Second,False,Middle (Q2-6)
34,BTP,2,armed,Armed Conflict,Error Threshold,4.189,1,3,4.189,First,False,Middle (Q2-6)
34,BTP,3,immi,Immigration,Baseline,14.848,2,6,14.848,Second,False,Middle (Q2-6)
34,BTP,3,immi,Immigration,Error Threshold,2.775,1,5,2.775,First,False,Middle (Q2-6)
34,BTP,4,vote,Voting,Error Threshold,6.035,1,7,6.035,First,False,Middle (Q2-6)
34,BTP,5,air,Airport Security,Error Threshold,3.689,1,9,3.689,First,False,Middle (Q2-6)
34,BTP,6,firearm,Firearm Checks,Baseline,6.675,2,12,6.675,Second,False,Middle (Q2-6)
34,BTP,6,firearm,Firearm Checks,Error Threshold,2.645,1,11,2.645,First,False,Middle (Q2-6)
34,BTP,7,auto,Autonomous Driving,Baseline,10.338,2,14,10.338,Second,False,Last (Q7)
34,BTP,7,auto,Autonomous Driving,Error Threshold,8.35,1,13,8.35,First,False,Last (Q7)
35,TBP,1,disease,Disease Screening,Error Threshold,11.625,1,1,11.625,First,True,First (Q1)
35,TBP,2,armed,Armed Conflict,Baseline,26.933,2,4,26.933,Second,False,Middle (Q2-6)
35,TBP,2,armed,Armed Conflict,Error Threshold,31.846,1,3,31.846,First,False,Middle (Q2-6)
35,TBP,3,conv,Convictions,Error Threshold,14.546,1,5,14.546,First,False,Middle (Q2-6)
35,TBP,4,welfare,Welfare Benefits,Error Threshold,8.114,1,7,8.114,First,False,Middle (Q2-6)
35,TBP,5,immi,Immigration,Error Threshold,22.301,1,9,22.301,First,False,Middle (Q2-6)
35,TBP,6,vote,Voting,Error Threshold,25.043,1,11,25.043,First,False,Middle (Q2-6)
35,TBP,7,air,Airport Security,Baseline,24.168,2,14,24.168,Second,False,Last (Q7)
35,TBP,7,air,Airport Security,Error Threshold,15.698,1,13,15.698,First,False,Last (Q7)
36,PBT,1,disease,Disease Screening,Error Threshold,4.094,2,2,4.094,Second,True,First (Q1)
36,PBT,2,armed,Armed Conflict,Error Threshold,8.618,2,4,8.618,Second,False,Middle (Q2-6)
36,PBT,3,immi,Immigration,Baseline,12.133,1,5,12.133,First,False,Middle (Q2-6)
36,PBT,3,immi,Immigration,Error Threshold,7.391,2,6,7.391,Second,False,Middle (Q2-6)
36,PBT,4,vote,Voting,Baseline,12.708,1,7,12.708,First,False,Middle (Q2-6)
36,PBT,4,vote,Voting,Error Threshold,21.732,2,8,21.732,Second,False,Middle (Q2-6)
36,PBT,5,air,Airport Security,Baseline,13.679,1,9,13.679,First,False,Middle (Q2-6)
36,PBT,5,air,Airport Security,Error Threshold,6.047,2,10,6.047,Second,False,Middle (Q2-6)
36,PBT,6,firearm,Firearm Checks,Error Threshold,2.627,2,12,2.627,Second,False,Middle (Q2-6)
36,PBT,7,auto,Autonomous Driving,Error Threshold,8.889,2,14,8.889,Second,False,Last (Q7)
37,BTP,1,disease,Disease Screening,Baseline,7.436,2,2,7.436,Second,True,First (Q1)
37,BTP,1,disease,Disease Screening,Error Threshold,1.599,1,1,1.599,First,True,First (Q1)
37,BTP,2,armed,Armed Conflict,Error Threshold,3.687,1,3,3.687,First,False,Middle (Q2-6)
37,BTP,3,conv,Convictions,Baseline,51.455,2,6,51.455,Second,False,Middle (Q2-6)
37,BTP,3,conv,Convictions,Error Threshold,9.962,1,5,9.962,First,False,Middle (Q2-6)
37,BTP,4,vote,Voting,Error Threshold,1.252,1,7,1.252,First,False,Middle (Q2-6)
37,BTP,5,air,Airport Security,Error Threshold,1.795,1,9,1.795,First,False,Middle (Q2-6)
37,BTP,6,firearm,Firearm Checks,Error Threshold,3.866,1,11,3.866,First,False,Middle (Q2-6)
37,BTP,7,auto,Autonomous Driving,Baseline,4.959,2,14,4.959,Second,False,Last (Q7)
37,BTP,7,auto,Autonomous Driving,Error Threshold,1.4,1,13,1.4,First,False,Last (Q7)
38,PTB,1,conv,Convictions,Baseline,6.567,2,2,6.567,Second,True,First (Q1)
